city,code,air_name,air_pinyin
AUGUSTAGA,AGS,,AUGUSTAGA
CIUDADDELEST,AGT,,CIUDADDELESTEGARCIA
阿瓜丝卡连特斯,AGU,,AGUASCALIENTES
阿卡里瓜,AGV,,ACARIGUA
阿格纽,AGW,,AGNEW
阿格蒂岛,AGX,,AGATTIISLAND
ARGYLEDOWNS,AGY,,ARGYLEDOWNS
阿赫内斯,AGZ,,AGGENEYS
OKINAWANAHAA,AHA,,OKINAWANAHAAFB
阿卜哈,AHB,,ABHA
ARDMOREDOWNT,AHD,,ARDMOREDOWNTOWN
AMERY,AHH,,AMERY
阿马哈伊,AHI,,AMAHAI
艾沙尔顿,AHL,,AISHALTON
雅典,AHN,,ATHENS
阿尔盖罗,AHO,,ALGHERO
AHUAS,AHS,,AHUAS
AMCHITKA,AHT,,AMCHITKA
ALHOCEIMACHA,AHU,,ALHOCEIMACHARIFIDR
AMBATOLAHY,AHY,,AMBATOLAHY
ALLIANCE,AIA,,ALLIANCE
阿尼塔湾,AIB,,ANITABAY
艾尔奥克,AIC,,AIROK
艾奥梅,AIE,,AIOME
阿西斯,AIF,,ASSIS
亚林加,AIG,,YALINGA
ALISABIEH,AII,,ALISABIEH
艾肯,AIK,,AIKEN
AILIGANDI,AIL,,AILIGANDI
艾卢克环礁,AIM,,AILUK
WAINWRIGHT,AIN,,WAINWRIGHT
ATLANTICMUNI,AIO,,ATLANTICMUNICIPAL
艾林拉帕拉普环礁,AIP,,AILINGLAPALAP
ARIPUANA,AIR,,ARIPUANA
阿罗赖岛,AIS,,ARORAEISLAND
AITUTAKI,AIT,,AITUTAKI
ATIU,AIU,,ATIU
ALICEVILLEDO,AIV,,ALICEVILLEDOWNER
ATLANTICCITY,AIY,,ATLANTICCITYNJ
LAKEOFTHEOZA,AIZ,,LAKEOFTHEOZARKS
阿雅克修,AJA,,AJACCIO
JOUF,AJF,,JOUF
阿勒,AJI,,AGRI
阿克茹特,AJJ,,AKJOUJT
艾藻尔,AJL,,AIZAWL
ANJOUANOUANI,AJN,,ANJOUANOUANI
奥尔朱夫,AJO,,ALJOUF
阿尔维斯克尔,AJR,,ARVIDSJAUR
ABREOJOS,AJS,,ABREOJOS
ARACAJUSANTM,AJU,,ARACAJUSANTMARIA
阿加德兹,AJY,,AGADES
阿特卡,AKB,,ATKA
阿科拉,AKD,,AKOLA
阿基埃尼,AKE,,AKIENI
库弗拉,AKF,,KUFRAH
安古干纳克,AKG,,ANGUGANAK
阿基亚克,AKI,,AKIAK
ASAHIKAWA,AKJ,,ASAHIKAWA
阿克希奥克,AKK,,AKHIOK
ZAKOUMA,AKM,,ZAKOUMA
金萨蒙,AKN,,KINGSALMON
阿克伦华盛顿,AKO,阿克伦-华盛顿机场,AKRONWASHINGTON
阿纳克图沃克帕斯,AKP,,ANAKTUVUKPASS
ASTRAKSETRAG,AKQ,,ASTRAKSETRAGUNUNG
阿库雷,AKR,,AKURE
阿库里维克,AKV,,AKULIVIK
阿克秋宾斯克,AKX,,AKTYUBINSK
SITTWECIVIL,AKY,,SITTWECIVIL
ALBANYCOUNTY,ALB,,ALBANYCOUNTYNY
阿利坎特,ALC,,ALICANTE
ALERTA,ALD,,ALERTA
ALPINE,ALE,,ALPINE
ALTA,ALF,,ALTA
奥尔巴尼,ALH,,ALBANY
ALICEINTL,ALI,,ALICEINTL
ALEXANDERBAY,ALJ,,ALEXANDERBAYKORTDOOR
阿塞拉,ALK,,ASELA
阿尔班加,ALL,,ALBENGA
ALAMOGORDO,ALM,,ALAMOGORDO
奥尔顿,ALN,,ALTON
WATERLOO,ALO,,WATERLOO
ALEPPO,ALP,,ALEPPO
ALEGRETEFEDE,ALQ,,ALEGRETEFEDERAL
亚历山德拉,ALR,,ALEXANDRA
ALAMOSA,ALS,,ALAMOSA
阿伦克尔,ALT,,ALENQUER
阿卢拉,ALU,,ALULA
WALLAWALLA,ALW,,WALLAWALLA
ALEXANDERCIT,ALX,,ALEXANDERCITYRUSSELL
亚历山大,ALY,,ALEXANDRIA
ALITAKSPB,ALZ,,ALITAKSPB
阿马里洛,AMA,,AMARILLO
安比卢贝,AMB,,AMBILOBE
安提曼,AMC,,AMTIMAN
艾哈迈达巴德,AMD,,AHMEDABAD
ALTOMOLOCUE,AME,,ALTOMOLOCUE
阿马,AMF,,AMA
安博因,AMG,,AMBOIN
阿尔巴明契,AMH,,ARBAMINTCH
MATARAMSELAP,AMI,,MATARAMSELAPARANG
阿尔梅纳拉,AMJ,,ALMENARA
DURANGOANIMA,AMK,,DURANGOANIMASAIRPARK
PUERTOARMUEL,AML,,PUERTOARMUELLES
ALMAGRATIOT,AMN,,ALMAGRATIOT
马奥,AMO,,MAO
安帕尼希,AMP,,AMPANIHY
AMBONPATTIMU,AMQ,,AMBONPATTIMURA
阿尔诺河,AMR,,ARNO
AMATA,AMT,,AMATA
阿马纳布,AMU,,AMANAB
AMDERMA,AMV,,AMDERMA
AMES,AMW,,AMES
AMMAROO,AMX,,AMMAROO
安巴图迈茵蒂,AMY,,AMBATOMAINTY
ARDMORE,AMZ,,ARDMORE
ANNISTONCALH,ANB,,ANNISTONCALHOUN
安德森,AND,,ANDERSON
昂热,ANE,,ANGERS
安托法加斯塔,ANF,,ANTOFAGASTA
ANGOULEMEBEL,ANG,,ANGOULEMEBELAIR
ANUHAISLANDR,ANH,,ANUHAISLANDRESORT
ANIAK,ANI,,ANIAK
扎纳加,ANJ,,ZANAGA
安杜洛,ANL,,ANDULO
ANTALAHAANTS,ANM,,ANTALAHAANTSRABATO
ANNETTEISLAN,ANN,,ANNETTEISLAND
安戈谢,ANO,,ANGOCHE
ANNAPOLISLEE,ANP,,ANNAPOLISLEE
ANGOLASTEUBE,ANQ,,ANGOLASTEUBEN
安达韦拉斯,ANS,,ANDAHUAYLAS
ANTIGUA,ANU,,ANTIGUA
ANVIK,ANV,,ANVIK
AINSWORTH,ANW,,AINSWORTH
安德内斯,ANX,,ANDENES
ANTHONY,ANY,,ANTHONY
ANGASDOWNS,ANZ,,ANGASDOWNS
阿罗阿,AOA,,AROA
阿布德亚,AOD,,ABOUDEIA
LIMAALLENCTY,AOH,,LIMAALLENCTY
安科纳,AOI,,ANCONA
KARPATHOS,AOK,,KARPATHOS
PASODELOSLIB,AOL,,PASODELOSLIBRES
ARONA,AON,,ARONA
ALTOONA,AOO,,ALTOONA
亚罗士打,AOR,,ALORSETAR
AMOOK,AOS,,AMOOK
ATTOPEU,AOU,,ATTOPEU
DENVERARAPAH,APA,,DENVERARAPAHOE
APOLO,APB,,APOLO
纳帕,APC,,NAPA
SANJUANAPOSE,APE,,SANJUANAPOSENTO
那不勒斯,APF,,NAPLES
BOWLINGGREEN,APH,,BOWLINGGREENCAMPHILL
APIAY,API,,APIAY
阿帕塔基,APK,,APATAKI
楠普拉,APL,,NAMPULA
ALPENACOUNTY,APN,,ALPENACOUNTYREG
阿帕太德,APO,,APARTADO
阿萨帕,APP,,ASAPA
ARAPIRACA,APQ,,ARAPIRACA
APRILRIVER,APR,,APRILRIVER
阿纳波利斯,APS,,ANAPOLIS
JASPERMARION,APT,,JASPERMARION
APUCARANA,APU,,APUCARANA
APPLEVALLEY,APV,,APPLEVALLEY
APIA,APW,,APIA
ARAPONGAS,APX,,ARAPONGAS
ALTOPARNAIBA,APY,,ALTOPARNAIBA
萨帕拉,APZ,,ZAPALA
阿拉拉夸拉,AQA,,ARARAQUARA
凯苏马,AQI,,QAISUMAH
亚喀巴,AQJ,,AQABA
ARIQUEMES,AQM,,ARIQUEMES
阿雷基帕,AQP,,AREQUIPA
SAQANI,AQS,,SAQANI
ALYESKA,AQY,,ALYESKA
安阿伯,ARB,,ANNARBOR
北极村,ARC,,ARCTICVILLAGE
ALOR,ARD,,ALOR
阿雷西博,ARE,,ARECIBO
ACARICUARA,ARF,,ACARICUARA
WALNUTRIDGE,ARG,,WALNUTRIDGE
ARKHANGELSK,ARH,,ARKHANGELSK
ARICA,ARI,,ARICA
ARSO,ARJ,,ARSO
阿尔利,ARL,,ARLY
阿米代尔,ARM,,ARMIDALE
阿巴勒塔斯,ARO,,ARBOLETAS
阿拉吉普,ARP,,ARAGIP
ARAUQUITA,ARQ,,ARAUQUITA
上里奥森格尔,ARR,,ALTORIOSENGUERR
阿拉加尔萨斯,ARS,,ARAGARCAS
WATERTOWN,ART,,WATERTOWN
阿拉萨图巴,ARU,,ARACATUBA
MINOCQUANOBL,ARV,,MINOCQUANOBLELEE
阿拉德,ARW,,ARAD
ASBURYPK/MON,ARX,,ASBURYPK/MONMOUTHCO
亚拉腊山,ARY,,ARARAT
阿萨布,ASA,,ASSAB
阿什哈巴德,ASB,,ASHKHABAD
阿森松岛,ASC,,ASCENSION
ANDROSTOWN,ASD,,ANDROSTOWN
ASPEN,ASE,,ASPEN
阿斯特拉罕,ASF,,ASTRAKHAN
阿什伯顿,ASG,,ASHBURTON
NASHUA,ASH,,NASHUA
GEORGETOWNWI,ASI,,GEORGETOWNWIDEAWAKE
AMAMIOSHIMA,ASJ,,AMAMIOSHIMA
亚穆苏克罗,ASK,,YAMOUSSOUKRO
阿斯马拉,ASM,,ASMARAYOHANESIV
TALLADEGA,ASN,,TALLADEGA
阿索萨,ASO,,ASOSA
艾丽斯斯普林斯,ASP,,ALICESPRINGS
奥斯汀,ASQ,,AUSTIN
开塞利,ASR,,KAYSERI
阿斯托里亚,AST,,ASTORIA
亚松森,ASU,,ASUNCION
安博塞利,ASV,,AMBOSELI
阿什兰,ASX,,ASHLAND
ASHLEY,ASY,,ASHLEY
安塔,ATA,,ANTA
阿特巴拉河,ATB,,ATBARA
ARTHURSTOWN,ATC,,ARTHURSTOWN
ATOIFI,ATD,,ATOIFI
ANTLERS,ATE,,ANTLERS
AMBATOCHACHO,ATF,,AMBATOCHACHOAN
阿蒂加斯,ATI,,ARTIGAS
安齐拉贝,ATJ,,ANTSIRABE
阿特卡什克,ATK,,ATQASUK
阿尔塔米拉,ATM,,ALTAMIRA
纳马塔奈,ATN,,NAMATANAI
雅典,ATO,,ATHENS
艾塔比,ATP,,AITAPE
AMRITSARRAJA,ATQ,,AMRITSARRAJASANSI
ATARMOUAKCHO,ATR,,ATARMOUAKCHOTT
阿蒂西亚,ATS,,ARTESIA
亚特毛特卢阿克,ATT,,ATMAUTLUAK
ATTUIS.,ATU,,ATTUIS.
阿提,ATV,,ATI
APPLETON,ATW,,APPLETON
ATBASAR,ATX,,ATBASAR
WATERTOWN,ATY,,WATERTOWN
阿西乌特,ATZ,,ASSIUT
ARUBA,AUA,,ARUBA
阿劳卡,AUC,,ARAUCA
AUGUSTUSDOWN,AUD,,AUGUSTUSDOWNS
阿布鲁代斯,AUE,,ABURUEDIS
AUGUSTAME,AUG,,AUGUSTAME
AUA,AUI,,AUA
安朋蒂,AUJ,,AMBUNTI
ALAKANUK,AUK,,ALAKANUK
AUR,AUL,,AUR
奥斯汀,AUM,,AUSTIN
奥本,AUN,,AUBURN
AUBURN/OPELI,AUO,,AUBURN/OPELIKA
阿格瓦,AUP,,AGAUN
阿图奥纳,AUQ,,ATUONA
澳里亚克,AUR,,AURILLAC
奥斯汀,AUS,,AUSTIN
ATAURO,AUT,,ATAURO
AURUKUNMISSI,AUU,,AURUKUNMISSION
WAUSAUMUNICI,AUW,,WAUSAUMUNICIPAL
阿拉瓜依纳,AUX,,ARAGUAINA
阿内蒂乌姆,AUY,岛,ANEITYUM
AURORAMUNICI,AUZ,,AURORAMUNICIPAL
AVIANO,AVB,,AVIANO
奥弗涅,AVG,,AUVERGNE
CIEGODAVILA,AVI,,CIEGODAVILA
ARVAIKHEER,AVK,,ARVAIKHEER
阿什维尔,AVL,,ASHEVILLE
AVIGNON,AVN,,AVIGNON
AVONPARKMUNI,AVO,,AVONPARKMUNICIPAL
SCRANTON,AVP,,SCRANTON
阿武阿武,AVU,,AVUAVU
AVALON,AVV,,AVALON
TUCSONAVRAVA,AVW,,TUCSONAVRAVALLEY
CATALINAIS.A,AVX,,CATALINAIS.AVALONBAY
阿瓦萨,AWA,,AWASSA
AWABA,AWB,,AWABA
阿瓦尼,AWD,,ANIWA
ALOWE,AWE,,ALOWE
阿瓦雷,AWH,,AWAREH
WAKEIS,AWK,,WAKEIS
WESTMEMPHISM,AWM,,WESTMEMPHISMUNICIPAL
ALTONDOWNS,AWN,,ALTONDOWNS
AUSTRALDOWNS,AWP,,AUSTRALDOWNS
阿瓦尔,AWR,,AWAR
阿瓦土,AWZ,,AHWAZ
安圭拉岛,AXA,,ANGUILLA
ALEXANDRIABA,AXB,,ALEXANDRIABAY
阿拉马克,AXC,,ARAMAC
ALEXANDROUPO,AXD,,ALEXANDROUPOLISDHMOK
ALGONA,AXG,,ALGONA
阿塔克,AXK,,ATAQ
亚历山大,AXL,,ALEXANDRIA
ARMENIAELEDE,AXM,,ARMENIAELEDEN
亚历山大,AXN,,ALEXANDRIA
SPRINGPOINT,AXP,,SPRINGPOINT
ARUTUA,AXR,,ARUTUA
ALTUSMUNICIP,AXS,,ALTUSMUNICIPAL
阿克苏姆,AXU,,AXUM
WAPAKONETAAR,AXV,,WAPAKONETAARMSTRONG
安琪儿法尔,AXX,,ANGELFIRE
AYAPEL,AYA,,AYAPEL
阿亚库乔,AYC,,AYACUCHO
ALROYDOWNS,AYD,,ALROYDOWNS
亚瓜拉,AYG,,YAGUARA
YARI,AYI,,YARI
ARKALYK,AYK,,ARKALYK
ANTHONYLAGOO,AYL,,ANTHONYLAGOON
AYACUCHOYANA,AYP,,AYACUCHOYANAMILLA
AYERSROCK,AYQ,,AYERSROCK
AYR,AYR,,AYR
WAYCROSS,AYS,,WAYCROSS
安塔利亚,AYT,,ANTALYA
艾尤拉,AYU,,AIYURA
阿亚瓦西,AYW,,AYAWASI
AMITYVILLEZA,AYZ,,AMITYVILLEZAHNS
亚马逊湾,AZB,,AMAZONBAY
亚兹德,AZD,,YAZD
APATZINGAN,AZG,,APATZINGAN
阿布扎比,AZI,,ABUDHABIBATEEN
ANDIZHAN,AZN,,ANDIZHAN
KALAMAZOO,AZO,,KALAMAZOO
MEXICOCITYAT,AZP,,MEXICOCITYATIZAPAN
阿德拉尔,AZR,,ADRAR
萨帕托卡,AZT,,ZAPATOCA
昂布里希,AZZ,,AMBRIZ
BIALLA,BAA,,BIALLA
MARYSVILLEBE,BAB,,MARYSVILLEBEALEAFB
BARRANCADEUP,BAC,,BARRANCADEUPIA
SHREVEPORTBA,BAD,,SHREVEPORTBARKSDALEA
BARCELONNETT,BAE,,BARCELONNETTE
BAGUIOLOAKAN,BAG,,BAGUIOLOAKAN
布宜诺斯艾利斯,BAI,,BUENOSAIRES
巴厘岛,BAJ,,BALI
巴库,BAK,,BAKU
巴特曼,BAL,,BATMAN
BATTLEMOUNTA,BAM,,BATTLEMOUNTAINLANDER
巴松戈,BAN,,BASONGO
BANMAKKHAENG,BAO,,BANMAKKHAENG
BAIBARA,BAP,,BAIBARA
巴兰奎亚,BAQ,,BARRANQUILLA
巴拉莱,BAS,,BALALAE
巴雷图斯,BAT,,BARRETOS
包鲁,BAU,,BAURU
BIAWONQUE,BAW,,BIAWONQUE
巴尔瑙尔,BAX,,BARNAUL
巴亚马雷,BAY,,BAIAMARE
巴塞卢斯,BAZ,,BARCELOS
巴尔马塞达,BBA,,BALMACEDA
BENSONMUNICI,BBB,,BENSONMUNICIPAL
贝城,BBC,,BAYCITY
BRADYCURTISF,BBD,,BRADYCURTISFLD
BIGBELL,BBE,,BIGBELL
BURLINGTONNE,BBF,,BURLINGTONNENGHLPT
BUTARITARIAN,BBG,,BUTARITARIANTAKANA
巴尔特,BBH,,BARTH
BHUBANESWAR,BBI,,BHUBANESWAR
卡萨内,BBK,,KASANE
BABOLSAR,BBL,,BABOLSAR
BATTAMBANG,BBM,,BATTAMBANG
巴里奥,BBN,,BARIO
伯贝拉,BBO,,BERBERA
BEMBRIDGE,BBP,,BEMBRIDGE
BARBUDACODRI,BBQ,,BARBUDACODRINGTON
BASSE-TERREB,BBR,,BASSE-TERREBAILLIF
BLACKBUSH,BBS,,BLACKBUSH
贝贝拉提,BBT,,BERBERATI
BUCHAREST,BBU,,BUCHAREST
贝利比,BBV,,BEREBY
BROKENBOW,BBW,,BROKENBOW
BLUEBELLWING,BBX,,BLUEBELLWINGSFLD
班巴里,BBY,,BAMBARI
赞比西河,BBZ,,ZAMBEZI
巴拉科阿,BCA,,BARACOA
BLACKSBURGVI,BCB,,BLACKSBURGVIRGINIA
BEARCREEK,BCC,,BEARCREEK
BACOLOD,BCD,,BACOLOD
BRYCECANYON,BCE,,BRYCECANYON
BOUCA,BCF,,BOUCA
BEMICHI,BCG,,BEMICHI
BAUCAUE.MADE,BCH,,BAUCAUE.MADEIRA
BARCALDINE,BCI,,BARCALDINE
BACAGRANDE,BCJ,,BACAGRANDE
博尔沃拉,BCK,,BOLWARRA
BARRACOLORAD,BCL,,BARRACOLORADO
巴克乌,BCM,,BACAU
金卡,BCO,,JINKA
BOCADOACRE,BCR,,BOCADOACRE
BELLECHASSES,BCS,,BELLECHASSESOUTHERN
BOCARATON,BCT,,BOCARATON
包奇,BCU,,BAUCHI
BELORECK,BCX,,BELORECK
布尔契,BCY,,BULCHI
BICKERTONISL,BCZ,,BICKERTONISLAND
百慕大,BDA,,BERMUDA
班达伯格,BDB,,BUNDABERG
BARRADOCORDA,BDC,,BARRADOCORDA
BADUISLAND,BDD,,BADUISLAND
BRADFORDRINK,BDF,,BRADFORDRINKNBRGER
BLANDING,BDG,,BLANDING
林格港,BDH,,BANDARLENGEH
BIRDIS.,BDI,,BIRDIS.
BANJARMASINS,BDJ,,BANJARMASINSJAMSUDIN
邦杜库,BDK,,BONDOUKOU
哈特福德,BDL,,HARTFORD
BANDIRMA,BDM,,BANDIRMA
BADINTALHAR,BDN,,BADINTALHAR
BANDUNGHUSEI,BDO,,BANDUNGHUSEIN
BHADRAPURCHA,BDP,,BHADRAPURCHANDRAGRI
VADODARA,BDQ,,VADODARA
布里奇波特,BDR,,BRIDGEPORT
布林迪西,BDS,,BRINDISI
GBADOLITE,BDT,,GBADOLITE
MOBA,BDV,,MOBA
BEDFORDDOWNS,BDW,,BEDFORDDOWNS
BROADUS,BDX,,BROADUS
BANDONSTATE,BDY,,BANDONSTATE
BAINDOUNG,BDZ,,BAINDOUNG
BEREINA,BEA,,BEREINA
本贝库拉,BEB,,BENBECULA
WICHITABEECH,BEC,,WICHITABEECH
BEDFORDHANSC,BED,,BEDFORDHANSCOM
BEAGLEBAY,BEE,,BEAGLEBAY
布卢菲尔兹,BEF,,BLUEFIELDS
BENTONHARBOR,BEH,,BENTONHARBORROSSFIEL
BEICA,BEI,,BEICA
贝劳,BEJ,,BERAU
赖伯雷利,BEK,,RAEBARELI
贝伦,BEL,,BELEM
BOSSEMBELE,BEM,,BOSSEMBELE
班加西,BEN,,BENGHAZI
纽卡斯尔,BEO,,NEWCASTLE
贝拉里,BEP,,BELLARY
BURYST.EDMUN,BEQ,,BURYST.EDMUNDSHONING
布列斯特,BES,,BREST
BETHEL,BET,,BETHEL
贝杜里,BEU,,BEDOURIE
BEERSHEBA,BEV,,BEERSHEBA
贝拉,BEW,,BEIRA
贝鲁,BEZ,,BERU
BLUEFOXBAY,BFB,,BLUEFOXBAY
布卢姆菲尔德,BFC,,BLOOMFIELD
布拉德福德,BFD,,BRADFORD
SCOTTSBLUFF,BFF,,SCOTTSBLUFF
BULLFROGBASI,BFG,,BULLFROGBASIN
西雅图,BFI,,SEATTLE
西雅图波音公司基地,BFJ,,BA
DENVERBUCKLE,BFK,,DENVERBUCKLEYANGB
BAKERSFIELD,BFL,,BAKERSFIELD
MOBILEMOBAER,BFM,,MOBILEMOBAEROSPACE
布隆方丹,BFN,,BLOEMFONTEIN
布法罗赖基,BFO,,BUFFALORANGE
比弗福尔斯,BFP,,BEAVERFALLS
BEDFORDGRISS,BFR,,BEDFORDGRISSOM
贝尔法斯特,BFS,,BELFASTINTERNATIONAL
波弗特海,BFT,,BEAUFORT
巴富萨姆,BFX,,BAFOUSSAM
BUCARAMANGAP,BGA,,BUCARAMANGAPALONEGRO
布于,BGB,,BOOUE
布拉干萨,BGC,,BRAGANCA
BORGER,BGD,,BORGER
BAINBRIDGEDE,BGE,,BAINBRIDGEDECATUR
班吉,BGF,,BANGUI
邦古阿努,BGG,,BONGOUANOU
BOGHEABBAYE,BGH,,BOGHEABBAYE
布里奇敦,BGI,,BARBADOS
BORGARFJORDU,BGJ,,BORGARFJORDUREYSTRI
BIGCREEK,BGK,,BIGCREEK
巴隆,BGL,,BAGLUNG
BINGHAMTON,BGM,,BINGHAMTON
BRUGGEN,BGN,,BRUGGEN
卑尔根,BGO,,BERGEN
BONGO,BGP,,BONGO
BIGLAKE,BGQ,,BIGLAKE
柏林,BGR,,BERLIN
BIGSPRINGWEB,BGS,,BIGSPRINGWEBBAFB
巴格达,BGT,,BAGDAD
班加苏,BGU,,BANGASSOU
BENTOGONCALV,BGV,,BENTOGONCALVESAEROCL
BAGECMKRAEME,BGX,,BAGECMKRAEMER
米兰,BGY,,MILAN
布拉加,BGZ,,BRAGA
BAHIADECARAQ,BHA,,BAHIADECARAQUEZ
BARHARBOR,BHB,,BARHARBOR
BULLHEADCITY,BHC,,BULLHEADCITYAZ/LAUGH
BELFASTCITY,BHD,,BELFASTCITY
布莱尼姆,BHE,,BLENHEIM
BAHIACUPICA,BHF,,BAHIACUPICA
BRUSLAGUNAAR,BHG,,BRUSLAGUNAARASLAYA
比沙,BHH,,BISHA
BAHIABLANCAC,BHI,,BAHIABLANCACOMANDANT
BHUJRUDRAMAT,BHJ,,BHUJRUDRAMATA
BUKHARA,BHK,,BUKHARA
BAHIADELOSAN,BHL,,BAHIADELOSANGELES
伯明翰,BHM,,BIRMINGHAM
贝汉,BHN,,BEIHAN
博帕尔,BHO,,BHOPAL
博杰布尔,BHP,,BHOJPUR
布罗肯希尔,BHQ,,BROKENHILL
珀勒特普尔,BHR,,BHARATPUR
BATHURSTRAGL,BHS,,BATHURSTRAGLAN
BRIGHTONDOWN,BHT,,BRIGHTONDOWNS
BHAVNAGARCIV,BHU,,BHAVNAGARCIVIL
巴哈瓦尔布尔,BHV,,BAHAWALPUR
SARGODHABHAG,BHW,,SARGODHABHAGATANWALA
BASTIA,BIA,,BASTIA
拜多阿,BIB,,BAIDOA
比格克里克,BIC,,BIGCREEK
BLOCKISLAND,BID,,BLOCKISLAND
BEATRICE,BIE,,BEATRICE
ELPASOBIGGSA,BIF,,ELPASOBIGGSAAF
BIGDELTA,BIG,,BIGDELTA
毕晓普,BIH,,BISHOP
BIKINIATOLLE,BII,,BIKINIATOLLENYU
BILIAU,BIJ,,BILIAU
比亚克,BIK,,BIAK
比灵斯,BIL,,BILLINGS
BIMINIINTL,BIM,,BIMINIINTL
巴米扬,BIN,,BAMIYAN
毕尔巴鄂,BIO,,BILBAO
BULIMBA,BIP,,BULIMBA
BIARRITZ,BIQ,,BIARRITZ
比拉特纳加尔,BIR,,BIRATNAGAR
俾斯麦群岛,BIS,俾斯麦群岛/海,BISMARCK
拜德迪,BIT,,BAITADI
BILDUDALUR,BIU,,BILDUDALUR
布里亚,BIV,,BRIA
比利卢纳,BIW,,BILLILUNA
BISHO,BIY,,BISHO
BIMIN,BIZ,,BIMIN
贝贾亚,BJA,,BEJAIA
BROOMFIELDJE,BJC,,BROOMFIELDJEFFCO
巴卡夫约多尔,BJD,,BAKKAFJORDUR
博茨菲尤尔,BJF,,BATSFJORD
巴江,BJH,,BAJHANG
BEMIDJI,BJI,,BEMIDJI
WOOSTERWAYNE,BJJ,,WOOSTERWAYNECTY
本吉纳,BJK,,BENJINA
班珠尔,BJL,,BANJUL
布琼布拉,BJM,,BUJUMBURA
BAJONE,BJN,,BAJONE
贝尔梅霍,BJO,,BERMEJO
BAHARDAR,BJR,,BAHARDAR
巴久拉,BJU,,BAJURA
巴贾瓦,BJW,,BAJAWA
LEONGUANAJUA,BJX,,LEONGUANAJUATO
BELGRADEBATA,BJY,,BELGRADEBATAJNICA
巴达霍斯,BJZ,,BADAJOZ
MOSCOWBYKOVO,BKA,,MOSCOWBYKOVO
比卡内尔,BKB,,BIKANER
巴克拉,BKC,,BUCKLAND
BRECKENRIDGE,BKD,,BRECKENRIDGESTEPHENS
贝克,BKE,,BAKER
BROOKSLAKE,BKF,,BROOKSLAKE
KEKAHABARKSA,BKH,,KEKAHABARKSANDS
博凯,BKJ,,BOKE
克利夫兰,BKL,,CLEVELAND
BAKALALAN,BKM,,BAKALALAN
BIRNINKONI,BKN,,BIRNINKONI
巴马科,BKO,,BAMAKO
BARKLYDOWNS,BKP,,BARKLYDOWNS
布莱克尔,BKQ,,BLACKALL
博科罗,BKR,,BOKORO
BENGKULUPADA,BKS,,BENGKULUPADANGKEM
BLACKSTONE,BKT,,BLACKSTONE
贝蒂奥基,BKU,,BETIOKY
BECKLEY,BKW,,BECKLEY
BROOKINGS,BKX,,BROOKINGS
布卡武,BKY,,BUKAVU
布科巴,BKZ,,BUKOBA
BARCELONAANZ,BLA,,BARCELONAANZOATEGUI
巴尔博亚,BLB,,BALBOA
巴厘岛,BLC,,BALI
博尔冷格,BLE,,BORLANGE
BLUEFIELDMER,BLF,,BLUEFIELDMERCERCO.
布拉加,BLG,,BELAGA
布莱斯,BLH,,BLYTHE
BELLINGHAMIN,BLI,,BELLINGHAMINTL
巴特纳,BLJ,,BATNA
黑潭,BLK,,BLACKPOOL
比隆,BLL,,BILLUND
BELMARMONMOU,BLM,,BELMARMONMOUTH
BENALLA,BLN,,BENALLA
布隆迪奥斯,BLO,,BLONDUOS
BELLAVISTA,BLP,,BELLAVISTA
博洛尼亚,BLQ,,BOLOGNA
BOLLON,BLS,,BOLLON
布莱克沃特,BLT,,BLACKWATER
WAIMANALOBEL,BLW,,WAIMANALOBELLOWS
BELLUNO,BLX,,BELLUNO
贝尔马利特,BLY,,BELMULLET
布兰太尔,BLZ,,BLANTYRE
斯德哥尔摩,BMA,,STOCKHOLM
奔巴,BMB,,BUMBA
BRIGHAMCITY,BMC,,BRIGHAMCITY
贝卢,BMD,,BELO
布鲁姆,BME,,BROOME
巴库马,BMF,,BAKOUMA
BLOOMINGTON,BMG,,BLOOMINGTON
BOMAI,BMH,,BOMAI
BLOOMINGTON-,BMI,,BLOOMINGTON-NORMAL
巴拉米塔,BMJ,,BARAMITA
博尔库姆,BMK,,BORKUM
柏林,BML,,BERLIN
比塔姆,BMM,,BITAM
BAMERNY,BMN,,BAMERNY
八莫,BMO,,BHAMO
BRAMPTONISLA,BMP,,BRAMPTONISLAND
BAMBURI,BMQ,,BAMBURI
BALTRUM,BMR,,BALTRUM
BRUMADO,BMS,,BRUMADO
BEAUMONTBEAU,BMT,,BEAUMONTBEAUMONTMUNI
比马,BMU,,BIMA
BANMETHUOTPH,BMV,,BANMETHUOTPHUNGDUC
BORDJBADJIMO,BMW,,BORDJBADJIMOKHTAR
BIGMOUNTAIN,BMX,,BIGMOUNTAIN
BELEP,BMY,,BELEP
BAMU,BMZ,,BAMU
纳什维尔,BNA,,NASHVILLE
布温德,BNB,,BOENDE
贝尼,BNC,,BENI
阿巴斯港,BND,,BANDARABBAS
巴拉诺夫,BNF,,BARANOF
BANNING,BNG,,BANNING
HARTFORDCT/S,BNH,,HARTFORDCT/SPRINGFIE
BENINCITYBEN,BNI,,BENINCITYBENIN
BALLINANS,BNK,,BALLINANS
BARNWELLCOUN,BNL,,BARNWELLCOUNTY
博迪努穆,BNM,,BODINUMU
BRONNOYSUNDB,BNN,,BRONNOYSUNDBRONNOY
波恩斯,BNO,,BURNS
班努,BNP,,BANNU
BAGANGA,BNQ,,BAGANGA
邦福拉,BNR,,BANFORA
巴里纳斯,BNS,,BARINAS
